Data As Of,Start Date,End Date,Group,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,Female,All Ages,6161.0,64560.0,4833.0,122.0,9256.0
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,Female,35-44 years,61.0,1203.0,53.0,0.0,99.0
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,Female,50-64 years,582.0,7003.0,541.0,19.0,913.0
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,Female,55-64 years,487.0,5617.0,459.0,13.0,765.0
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,Female,65-74 years,900.0,9497.0,825.0,17.0,1412.0
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,Female,75-84 years,1509.0,15321.0,1266.0,32.0,2311.0
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,Female,85 years and over,3010.0,29482.0,2078.0,45.0,4370.0
09/27/2023,01/01/2020,09/23/2023,By Total,Delaware,All Sexes,All Ages,3445.0,41037.0,3448.0,64.0,5269.0
09/27/2023,01/01/2020,09/23/2023,By Total,Delaware,All Sexes,65-74 years,737.0,8574.0,863.0,15.0,1193.0
09/27/2023,01/01/2020,09/23/2023,By Total,Delaware,All Sexes,75-84 years,1009.0,10759.0,1058.0,11.0,1564.0
09/27/2023,01/01/2020,09/23/2023,By Total,Delaware,All Sexes,85 years and over,1006.0,11310.0,785.0,15.0,1437.0
09/27/2023,01/01/2020,09/23/2023,By Total,Delaware,Male,All Ages,1808.0,21505.0,1821.0,32.0,2726.0
09/27/2023,01/01/2020,09/23/2023,By Total,Delaware,Male,30-39 years,28.0,768.0,26.0,0.0,40.0
09/27/2023,01/01/2020,09/23/2023,By Total,Delaware,Male,35-44 years,32.0,846.0,31.0,0.0,45.0
09/27/2023,01/01/2020,09/23/2023,By Total,Delaware,Female,All Ages,1637.0,19532.0,1627.0,32.0,2543.0
09/27/2023,01/01/2020,09/23/2023,By Total,District of Columbia,All Sexes,All Ages,2231.0,25770.0,3010.0,26.0,3587.0
09/27/2023,01/01/2020,09/23/2023,By Total,District of Columbia,All Sexes,18-29 years,15.0,803.0,25.0,0.0,29.0
09/27/2023,01/01/2020,09/23/2023,By Total,District of Columbia,All Sexes,25-34 years,33.0,989.0,45.0,0.0,52.0
09/27/2023,01/01/2020,09/23/2023,By Total,District of Columbia,Male,All Ages,1247.0,14255.0,1657.0,14.0,1975.0
09/27/2023,01/01/2020,09/23/2023,By Total,District of Columbia,Male,25-34 years,17.0,752.0,26.0,0.0,29.0
09/27/2023,01/01/2020,09/23/2023,By Total,District of Columbia,Male,75-84 years,260.0,2530.0,359.0,0.0,426.0
09/27/2023,01/01/2020,09/23/2023,By Total,District of Columbia,Female,All Ages,984.0,11515.0,1353.0,12.0,1612.0
09/27/2023,01/01/2020,09/23/2023,By Total,District of Columbia,Female,25-34 years,16.0,237.0,19.0,0.0,23.0
09/27/2023,01/01/2020,09/23/2023,By Total,District of Columbia,Female,30-39 years,29.0,345.0,29.0,0.0,37.0
09/27/2023,01/01/2020,09/23/2023,By Total,District of Columbia,Female,45-54 years,69.0,762.0,94.0,0.0,111.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,All Sexes,All Ages,81894.0,915140.0,97245.0,1270.0,130129.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,All Sexes,0-17 years,108.0,8388.0,206.0,31.0,303.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,All Sexes,1-4 years,14.0,1041.0,51.0,11.0,69.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,All Sexes,15-24 years,227.0,8246.0,254.0,13.0,370.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,All Sexes,18-29 years,533.0,15157.0,607.0,17.0,850.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,All Sexes,25-34 years,917.0,19117.0,1025.0,20.0,1399.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,All Sexes,30-39 years,1464.0,24320.0,1577.0,39.0,2163.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,All Sexes,35-44 years,2254.0,28943.0,2303.0,47.0,3178.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,All Sexes,40-49 years,3409.0,35053.0,3408.0,59.0,4642.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,All Sexes,45-54 years,5098.0,48466.0,5195.0,81.0,7008.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,All Sexes,50-64 years,14195.0,142038.0,16023.0,205.0,21131.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,All Sexes,55-64 years,11135.0,112962.0,12869.0,162.0,16879.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,All Sexes,65-74 years,17831.0,180462.0,21910.0,279.0,28445.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,All Sexes,75-84 years,22324.0,236463.0,27634.0,347.0,36472.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,All Sexes,85 years and over,22030.0,273259.0,25880.0,293.0,36123.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Male,All Ages,46020.0,491208.0,54883.0,656.0,72522.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Male,0-17 years,45.0,4871.0,102.0,17.0,148.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Male,18-29 years,342.0,10948.0,373.0,12.0,528.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Male,25-34 years,569.0,13388.0,634.0,13.0,866.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Male,30-39 years,853.0,16361.0,923.0,19.0,1261.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Male,35-44 years,1363.0,18774.0,1332.0,24.0,1854.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Male,40-49 years,2100.0,22152.0,2007.0,34.0,2751.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Male,45-54 years,3192.0,30443.0,3129.0,49.0,4273.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Male,50-64 years,8738.0,87802.0,9569.0,110.0,12741.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Male,55-64 years,6794.0,69493.0,7648.0,83.0,10102.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Male,65-74 years,10601.0,106306.0,13054.0,151.0,16841.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Male,75-84 years,12881.0,128160.0,16025.0,191.0,20969.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Male,85 years and over,10460.0,114608.0,12830.0,122.0,17283.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Female,All Ages,35874.0,423932.0,42362.0,614.0,57607.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Female,0-17 years,63.0,3517.0,104.0,14.0,155.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Female,30-39 years,611.0,7959.0,654.0,20.0,902.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Female,35-44 years,891.0,10169.0,971.0,23.0,1324.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Female,40-49 years,1309.0,12901.0,1401.0,25.0,1891.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Female,45-54 years,1906.0,18023.0,2066.0,32.0,2735.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Female,50-64 years,5457.0,54236.0,6454.0,95.0,8390.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Female,55-64 years,4341.0,43469.0,5221.0,79.0,6777.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Female,65-74 years,7230.0,74156.0,8856.0,128.0,11604.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Female,75-84 years,9443.0,108303.0,11609.0,156.0,15503.0
09/27/2023,01/01/2020,09/23/2023,By Total,Florida,Female,85 years and over,11570.0,158651.0,13050.0,171.0,18840.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,All Sexes,All Ages,36499.0,384074.0,34155.0,526.0,52443.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,All Sexes,0-17 years,70.0,5126.0,92.0,14.0,158.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,All Sexes,15-24 years,141.0,5165.0,131.0,10.0,224.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,All Sexes,18-29 years,300.0,8518.0,265.0,14.0,459.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,All Sexes,25-34 years,515.0,9694.0,414.0,12.0,715.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,All Sexes,30-39 years,817.0,12024.0,659.0,19.0,1112.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,All Sexes,35-44 years,1231.0,14803.0,994.0,24.0,1652.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,All Sexes,40-49 years,1818.0,18905.0,1492.0,23.0,2403.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,All Sexes,45-54 years,2835.0,26496.0,2359.0,34.0,3734.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,All Sexes,50-64 years,7773.0,72969.0,7036.0,119.0,10775.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,All Sexes,55-64 years,5999.0,57118.0,5563.0,96.0,8444.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,All Sexes,65-74 years,9067.0,84613.0,8700.0,133.0,12958.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,All Sexes,75-84 years,9580.0,94788.0,9371.0,127.0,14035.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,All Sexes,85 years and over,7074.0,87131.0,6540.0,77.0,10543.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,Male,All Ages,19637.0,200010.0,18599.0,248.0,28184.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,Male,18-29 years,163.0,6155.0,150.0,10.0,258.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,Male,30-39 years,441.0,7864.0,353.0,11.0,601.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,Male,35-44 years,691.0,9265.0,546.0,14.0,912.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,Male,40-49 years,1053.0,11550.0,848.0,11.0,1370.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,Male,45-54 years,1680.0,16010.0,1376.0,18.0,2193.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,Male,50-64 years,4488.0,43710.0,4041.0,53.0,6191.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,Male,55-64 years,3428.0,34175.0,3174.0,40.0,4809.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,Male,65-74 years,5232.0,47434.0,5015.0,67.0,7458.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,Male,75-84 years,5209.0,47847.0,5179.0,58.0,7642.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,Male,85 years and over,3005.0,32469.0,2967.0,29.0,4575.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,Female,All Ages,16862.0,184064.0,15556.0,278.0,24259.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,Female,35-44 years,540.0,5538.0,448.0,10.0,740.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,Female,40-49 years,765.0,7355.0,644.0,12.0,1033.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,Female,45-54 years,1155.0,10486.0,983.0,16.0,1541.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,Female,50-64 years,3285.0,29259.0,2995.0,66.0,4584.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,Female,55-64 years,2571.0,22943.0,2389.0,56.0,3635.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,Female,65-74 years,3835.0,37179.0,3685.0,66.0,5500.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,Female,75-84 years,4371.0,46941.0,4192.0,69.0,6393.0
09/27/2023,01/01/2020,09/23/2023,By Total,Georgia,Female,85 years and over,4069.0,54662.0,3573.0,48.0,5968.0
09/27/2023,01/01/2020,09/23/2023,By Total,Hawaii,All Sexes,All Ages,1943.0,47252.0,3635.0,65.0,4661.0
09/27/2023,01/01/2020,09/23/2023,By Total,Hawaii,All Sexes,15-24 years,10.0,336.0,11.0,0.0,19.0
09/27/2023,01/01/2020,09/23/2023,By Total,Hawaii,All Sexes,18-29 years,20.0,577.0,21.0,0.0,34.0
09/27/2023,01/01/2020,09/23/2023,By Total,Hawaii,All Sexes,25-34 years,28.0,744.0,32.0,0.0,48.0
09/27/2023,01/01/2020,09/23/2023,By Total,Hawaii,All Sexes,50-64 years,396.0,7079.0,503.0,12.0,702.0
09/27/2023,01/01/2020,09/23/2023,By Total,Hawaii,All Sexes,55-64 years,308.0,5524.0,402.0,11.0,560.0
09/27/2023,01/01/2020,09/23/2023,By Total,Hawaii,All Sexes,65-74 years,419.0,9174.0,705.0,11.0,905.0
09/27/2023,01/01/2020,09/23/2023,By Total,Hawaii,All Sexes,75-84 years,385.0,10562.0,854.0,14.0,1048.0
09/27/2023,01/01/2020,09/23/2023,By Total,Hawaii,All Sexes,85 years and over,557.0,16609.0,1363.0,20.0,1690.0
09/27/2023,01/01/2020,09/23/2023,By Total,Hawaii,Male,All Ages,1149.0,25529.0,2085.0,35.0,2661.0
09/27/2023,01/01/2020,09/23/2023,By Total,Hawaii,Male,18-29 years,15.0,424.0,14.0,0.0,25.0
09/27/2023,01/01/2020,09/23/2023,By Total,Hawaii,Male,25-34 years,17.0,538.0,25.0,0.0,34.0
09/27/2023,01/01/2020,09/23/2023,By Total,Hawaii,Male,30-39 years,32.0,725.0,37.0,0.0,52.0
09/27/2023,01/01/2020,09/23/2023,By Total,Hawaii,Male,75-84 years,235.0,5962.0,529.0,10.0,646.0
09/27/2023,01/01/2020,09/23/2023,By Total,Hawaii,Female,All Ages,794.0,21723.0,1550.0,30.0,2000.0
09/27/2023,01/01/2020,09/23/2023,By Total,Hawaii,Female,40-49 years,39.0,582.0,36.0,0.0,57.0
09/27/2023,01/01/2020,09/23/2023,By Total,Hawaii,Female,45-54 years,40.0,875.0,53.0,0.0,74.0
09/27/2023,01/01/2020,09/23/2023,By Total,Hawaii,Female,85 years and over,290.0,9997.0,712.0,12.0,901.0
09/27/2023,01/01/2020,09/23/2023,By Total,Idaho,All Sexes,All Ages,5610.0,63400.0,4963.0,143.0,7878.0
09/27/2023,01/01/2020,09/23/2023,By Total,Idaho,All Sexes,50-64 years,904.0,9153.0,786.0,20.0,1219.0
09/27/2023,01/01/2020,09/23/2023,By Total,Idaho,All Sexes,55-64 years,701.0,7322.0,606.0,20.0,959.0
09/27/2023,01/01/2020,09/23/2023,By Total,Idaho,All Sexes,65-74 years,1290.0,13012.0,1192.0,30.0,1772.0
09/27/2023,01/01/2020,09/23/2023,By Total,Idaho,All Sexes,75-84 years,1582.0,17096.0,1476.0,42.0,2269.0
09/27/2023,01/01/2020,09/23/2023,By Total,Idaho,All Sexes,85 years and over,1543.0,18451.0,1273.0,40.0,2223.0
09/27/2023,01/01/2020,09/23/2023,By Total,Idaho,Male,All Ages,3266.0,33882.0,2805.0,76.0,4459.0
09/27/2023,01/01/2020,09/23/2023,By Total,Idaho,Male,18-29 years,17.0,843.0,14.0,0.0,25.0
09/27/2023,01/01/2020,09/23/2023,By Total,Idaho,Male,25-34 years,24.0,876.0,15.0,0.0,29.0
09/27/2023,01/01/2020,09/23/2023,By Total,Idaho,Male,50-64 years,587.0,5533.0,478.0,12.0,762.0
09/27/2023,01/01/2020,09/23/2023,By Total,Idaho,Male,55-64 years,454.0,4385.0,359.0,12.0,595.0
09/27/2023,01/01/2020,09/23/2023,By Total,Idaho,Male,65-74 years,768.0,7568.0,678.0,18.0,1043.0
09/27/2023,01/01/2020,09/23/2023,By Total,Idaho,Male,75-84 years,971.0,9304.0,896.0,25.0,1376.0
09/27/2023,01/01/2020,09/23/2023,By Total,Idaho,Male,85 years and over,762.0,7728.0,621.0,14.0,1045.0
09/27/2023,01/01/2020,09/23/2023,By Total,Idaho,Female,All Ages,2344.0,29518.0,2158.0,67.0,3419.0
09/27/2023,01/01/2020,09/23/2023,By Total,Idaho,Female,Under 1 year,0.0,161.0,0.0,0.0,0.0
09/27/2023,01/01/2020,09/23/2023,By Total,Idaho,Female,35-44 years,56.0,675.0,47.0,0.0,75.0
09/27/2023,01/01/2020,09/23/2023,By Total,Idaho,Female,65-74 years,522.0,5444.0,514.0,12.0,729.0
09/27/2023,01/01/2020,09/23/2023,By Total,Idaho,Female,75-84 years,611.0,7792.0,580.0,17.0,893.0
09/27/2023,01/01/2020,09/23/2023,By Total,Idaho,Female,85 years and over,781.0,10723.0,652.0,26.0,1178.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,All Sexes,All Ages,38724.0,446027.0,40434.0,596.0,59835.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,All Sexes,0-17 years,41.0,4514.0,112.0,14.0,152.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,All Sexes,25-34 years,381.0,9518.0,337.0,12.0,563.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,All Sexes,30-39 years,597.0,11470.0,535.0,15.0,864.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,All Sexes,35-44 years,867.0,13668.0,759.0,18.0,1233.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,All Sexes,40-49 years,1355.0,17251.0,1153.0,20.0,1875.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,All Sexes,45-54 years,2079.0,24506.0,1938.0,24.0,2953.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,All Sexes,50-64 years,6139.0,71744.0,6372.0,101.0,9188.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,All Sexes,55-64 years,4903.0,57061.0,5159.0,87.0,7387.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,All Sexes,65-74 years,8325.0,89073.0,9046.0,103.0,12782.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,All Sexes,75-84 years,10039.0,108151.0,11192.0,144.0,15915.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,All Sexes,85 years and over,12017.0,135471.0,11806.0,192.0,18725.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,Male,All Ages,21191.0,231260.0,22124.0,261.0,32188.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,Male,40-49 years,909.0,11230.0,711.0,12.0,1195.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,Male,45-54 years,1369.0,15758.0,1195.0,15.0,1870.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,Male,50-64 years,3892.0,44726.0,3877.0,52.0,5669.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,Male,55-64 years,3092.0,35332.0,3129.0,44.0,4529.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,Male,65-74 years,5027.0,51292.0,5364.0,58.0,7619.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,Male,75-84 years,5624.0,55202.0,6259.0,61.0,8777.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,Male,85 years and over,5204.0,51917.0,5384.0,59.0,8096.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,Female,All Ages,17533.0,214767.0,18310.0,335.0,27647.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,Female,50-64 years,2247.0,27018.0,2495.0,49.0,3519.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,Female,55-64 years,1811.0,21729.0,2030.0,43.0,2858.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,Female,65-74 years,3298.0,37781.0,3682.0,45.0,5163.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,Female,75-84 years,4415.0,52949.0,4933.0,83.0,7138.0
09/27/2023,01/01/2020,09/23/2023,By Total,Illinois,Female,85 years and over,6813.0,83554.0,6422.0,133.0,10629.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,All Sexes,All Ages,26885.0,282262.0,28183.0,517.0,41596.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,All Sexes,0-17 years,53.0,3268.0,82.0,13.0,132.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,All Sexes,30-39 years,331.0,7740.0,357.0,11.0,525.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,All Sexes,35-44 years,515.0,9195.0,570.0,17.0,803.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,All Sexes,40-49 years,865.0,11726.0,951.0,20.0,1310.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,All Sexes,45-54 years,1379.0,16353.0,1487.0,32.0,2072.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,All Sexes,50-64 years,4347.0,47501.0,5046.0,99.0,6861.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,All Sexes,55-64 years,3506.0,37797.0,4138.0,78.0,5595.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,All Sexes,65-74 years,6033.0,59671.0,6927.0,109.0,9535.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,All Sexes,75-84 years,7349.0,70402.0,7809.0,141.0,11397.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,All Sexes,85 years and over,7787.0,76372.0,6860.0,119.0,11623.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,Male,All Ages,14234.0,146404.0,15331.0,225.0,21845.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,Male,15-24 years,37.0,2397.0,46.0,0.0,66.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,Male,40-49 years,547.0,7419.0,571.0,13.0,803.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,Male,45-54 years,840.0,10195.0,861.0,15.0,1211.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,Male,50-64 years,2577.0,28815.0,2833.0,41.0,3907.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,Male,55-64 years,2086.0,22814.0,2329.0,34.0,3205.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,Male,65-74 years,3499.0,34032.0,4018.0,56.0,5476.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,Male,75-84 years,4024.0,35832.0,4379.0,64.0,6197.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,Male,85 years and over,3296.0,29196.0,3182.0,42.0,4965.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,Female,All Ages,12651.0,135858.0,12852.0,292.0,19751.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,Female,35-44 years,209.0,3258.0,239.0,10.0,339.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,Female,45-54 years,539.0,6158.0,626.0,17.0,861.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,Female,50-64 years,1770.0,18686.0,2213.0,58.0,2954.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,Female,55-64 years,1420.0,14983.0,1809.0,44.0,2390.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,Female,65-74 years,2534.0,25639.0,2909.0,53.0,4059.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,Female,75-84 years,3325.0,34570.0,3430.0,77.0,5200.0
09/27/2023,01/01/2020,09/23/2023,By Total,Indiana,Female,85 years and over,4491.0,47176.0,3678.0,77.0,6658.0
09/27/2023,01/01/2020,09/23/2023,By Total,Iowa,All Sexes,All Ages,11026.0,125759.0,9920.0,316.0,17181.0
09/27/2023,01/01/2020,09/23/2023,By Total,Iowa,All Sexes,45-54 years,464.0,5698.0,394.0,17.0,674.0
09/27/2023,01/01/2020,09/23/2023,By Total,Iowa,All Sexes,50-64 years,1511.0,17755.0,1403.0,43.0,2299.0
09/27/2023,01/01/2020,09/23/2023,By Total,Iowa,All Sexes,55-64 years,1216.0,14250.0,1142.0,30.0,1856.0
09/27/2023,01/01/2020,09/23/2023,By Total,Iowa,All Sexes,65-74 years,2075.0,24496.0,2079.0,56.0,3294.0
09/27/2023,01/01/2020,09/23/2023,By Total,Iowa,All Sexes,75-84 years,2926.0,31500.0,2666.0,81.0,4569.0
09/27/2023,01/01/2020,09/23/2023,By Total,Iowa,All Sexes,85 years and over,4068.0,43246.0,3404.0,116.0,6355.0
09/27/2023,01/01/2020,09/23/2023,By Total,Iowa,Male,All Ages,5891.0,64521.0,5396.0,139.0,9082.0
09/27/2023,01/01/2020,09/23/2023,By Total,Iowa,Male,45-54 years,284.0,3594.0,241.0,10.0,410.0
09/27/2023,01/01/2020,09/23/2023,By Total,Iowa,Male,50-64 years,944.0,11031.0,838.0,23.0,1389.0
09/27/2023,01/01/2020,09/23/2023,By Total,Iowa,Male,55-64 years,755.0,8811.0,677.0,15.0,1110.0
09/27/2023,01/01/2020,09/23/2023,By Total,Iowa,Male,65-74 years,1219.0,14371.0,1227.0,28.0,1938.0
09/27/2023,01/01/2020,09/23/2023,By Total,Iowa,Male,75-84 years,1691.0,16561.0,1520.0,40.0,2589.0
09/27/2023,01/01/2020,09/23/2023,By Total,Iowa,Male,85 years and over,1788.0,16782.0,1602.0,39.0,2800.0
09/27/2023,01/01/2020,09/23/2023,By Total,Iowa,Female,All Ages,5135.0,61238.0,4524.0,177.0,8099.0
09/27/2023,01/01/2020,09/23/2023,By Total,Iowa,Female,50-64 years,567.0,6724.0,565.0,20.0,910.0
09/27/2023,01/01/2020,09/23/2023,By Total,Iowa,Female,55-64 years,461.0,5439.0,465.0,15.0,746.0
09/27/2023,01/01/2020,09/23/2023,By Total,Iowa,Female,65-74 years,856.0,10125.0,852.0,28.0,1356.0
09/27/2023,01/01/2020,09/23/2023,By Total,Iowa,Female,75-84 years,1235.0,14939.0,1146.0,41.0,1980.0
09/27/2023,01/01/2020,09/23/2023,By Total,Iowa,Female,85 years and over,2280.0,26464.0,1802.0,77.0,3555.0
09/27/2023,01/01/2020,09/23/2023,By Total,Kansas,All Sexes,All Ages,10152.0,112874.0,9512.0,309.0,15468.0
09/27/2023,01/01/2020,09/23/2023,By Total,Kansas,All Sexes,40-49 years,395.0,4237.0,287.0,15.0,525.0
09/27/2023,01/01/2020,09/23/2023,By Total,Kansas,All Sexes,45-54 years,565.0,5578.0,464.0,15.0,779.0
09/27/2023,01/01/2020,09/23/2023,By Total,Kansas,All Sexes,50-64 years,1606.0,17198.0,1503.0,48.0,2336.0
09/27/2023,01/01/2020,09/23/2023,By Total,Kansas,All Sexes,55-64 years,1283.0,13903.0,1210.0,43.0,1880.0
09/27/2023,01/01/2020,09/23/2023,By Total,Kansas,All Sexes,65-74 years,2136.0,22752.0,2146.0,62.0,3285.0
09/27/2023,01/01/2020,09/23/2023,By Total,Kansas,All Sexes,75-84 years,2664.0,27558.0,2582.0,79.0,4095.0
09/27/2023,01/01/2020,09/23/2023,By Total,Kansas,All Sexes,85 years and over,3137.0,35083.0,2787.0,91.0,4888.0
09/27/2023,01/01/2020,09/23/2023,By Total,Kansas,Male,All Ages,5553.0,58579.0,5178.0,136.0,8277.0
09/27/2023,01/01/2020,09/23/2023,By Total,Kansas,Male,50-64 years,961.0,10360.0,850.0,23.0,1351.0
09/27/2023,01/01/2020,09/23/2023,By Total,Kansas,Male,55-64 years,758.0,8343.0,687.0,20.0,1081.0
